Session ID,session_1758597706594_unhp3e2
Prolific ID,6694251bbfc3e4a246f8125a
Status,completed
Progress,34/34
Created At,"9/22/2025, 11:21:46 PM"
Updated At,"9/22/2025, 11:52:47 PM"
Completed At,"9/22/2025, 11:52:47 PM"

Question Number,Question,Answer
11,How do you think upzoning might affect transportation systems and traffic congestion in cities?,"Again, there will be more people perhaps concentrated in different areas, but that is what public transportation is meant for, just change the system to suit the needs of the people."
12,What role do you believe local government should play in regulating housing development and density?,Local government should make it easier for well-intentioned entities to bring affordable housing to places that need it.
13,How might environmental concerns factor into decisions about urban density and zoning?,Environmental concerns could factor into the decisions if we are talking about destroying trees to build houses or apartment buildings.
14,"What economic effects, both positive and negative, might result from changing zoning laws to allow more multi-family housing?","You would see an increased number of people which would be bringing more consumers to the area, so local businesses might thrive. It could increase foot traffic or traffic congestion, so that could be a negative."
15,How do you think the interests of current residents versus future residents should be balanced when making zoning decisions?,"I think they should be taken into consideration, the interests of all of them, the current residents and the future residents. Because in the end, the city belongs to both the current and future residents. But the current residents already have a financial interest if it is their property value that is directly being affected by new construction."
16,What role do you think social equity and access to opportunity play in discussions about zoning and housing policy?,Social equity and access to opportunity are important in housing policy because that's what determines who gets to live in the safe neighborhoods with the good schools and the good jobs and the transportation and policies that create communities of mixed incomes with affordable housing near places with lots of places to work and good schools. It just builds a more inclusive city.
17,"Is the effect of Affordable housing on Support for Upzoning immediate, or does it take time to develop? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?","I think it's got immediate and long-term effects. The immediate is that it gives a bunch of people who desperately need a place to live, so it's affordable, a place to live. And negative effects can kind of show over time, I think. Wait, the effect on the support, immediate, or does it take time to develop? I'm not sure."
18,"What factors do you think influence Support for Upzoning, and how strong is their impact? Please also indicate if these influences are positive (increasing) or negative (decreasing).",I think one of the factors that influences support for upzoning is how democratic versus Republican an area is.
19,"Would small changes in Property values lead to noticeable changes in Support for Upzoning, or would it take larger shifts? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?","I think if you could show that upzoning has a positive change, a positive effect on property values, people would be a lot more likely to support it."
20,How confident are you that changes in Scarcity lead to changes in Support for Upzoning? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?,"I'm only confident in as much as people are logical. Logically, it makes sense that when something becomes less scarce, if it was something important, people will support the changes that made it less scarce. So as long as it doesn't hurt the people who are already established, it should be successful."
21,How confident are you that changes in Neighborhood character lead to changes in Support for Upzoning? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?,"I'm not confident that changes in, I mean I think that it's more likely that perceived neighborhood character tends to decrease support for up-loaning."
22,How confident are you that changes in Traffic congestion lead to changes in Support for Upzoning? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?,"Concerns about traffic congestion usually have a negative effect on support for upzoning. So I would say it's like a moderate but consistent effect. Not as bad as people worrying about their neighborhood being turned into trash, but I'll definitely go to that as an excuse."
23,"Does Apartment buildings have a positive or negative effect on Support for Upzoning, and how significant is this effect? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?","Apartment buildings have a negative effect on support for upzoning, it's pretty significant because people don't want their idyllic little towns to look like cities, so I think that's probably something that decreases support for upzoning."
24,How would you describe the relationship between Tree destruction and Support for Upzoning? Is it a strong or weak connection? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?,"Tree destruction decreases support for upzoning, definitely has a negative effect, probably not as bad as people's property values, but people will miss their trees."
25,How would you describe the relationship between Local business growth and Support for Upzoning? Is it a strong or weak connection? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?,"Local business growth isn't something that tends to increase support for upzoning, but I would say just like in a medium kind of way. Again, it doesn't really affect homeowners, so I don't think that people care about it as much."
26,How would you describe the relationship between Property value as a factor for current residents and Support for Upzoning? Is it a strong or weak connection? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?,"Poverty value concerns definitely, I think, decrease support for upzoning in a pretty strong way. People are selfish and only care about themselves."
27,"Does Income diversity have a positive or negative effect on Support for Upzoning, and how significant is this effect? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?","I think the concept of income diversity is a positive effect of support for upzoning. People claim to think that they want to have people with all different incomes in their towns on the surface, but I don't know that people are actually that enlightened and they think there's a lot of bigotry and people would probably rather not live with people they think are less well-off than they are."
28,How would you describe the relationship between Zoning and housing policy and Support for Upzoning? Is it a strong or weak connection? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?,"The relationship between zoning and housing policy and support for upzoning would be strong. And it would be positive, because if the zoning and housing policies are made correctly, then they should be reflecting what the people want, and that should create an increase in acceptance of the people that you're trying to work with in the community."
29,"Would small changes in Safe neighborhoods lead to noticeable changes in Support for Upzoning, or would it take larger shifts? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?","I think small changes in safe neighborhoods would generally increase support for upzoning as long as we're talking about the neighborhood getting safer. Obviously, if we're talking about the neighborhood getting less safe, it's not going to help people support upzoning."
30,"Is the effect of Good schools on Support for Upzoning immediate, or does it take time to develop? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?","I think that good schools will increase support for upzoning, but the effect is going to take time for people to see that the schools can handle the extra enrollment or if they're just going to be overcrowded. The school has, the school system, or the town has to have the right infrastructure available to maintain a good school system with increased enrollment that is going to occur when you create more housing."
31,"Is the effect of City belonging to both current and future residents on Support for Upzoning immediate, or does it take time to develop? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?","City belonging, I would say, usually increases support for upzoning, but the effect will take time to develop slowly, and it has to be done right, but it could be strong once everybody is on the same page."
32,How confident are you that changes in Communities of mixed incomes lead to changes in Support for Upzoning? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?,"Communities of mixed incomes are usually associated with a positive effect on support for upzoning. I'm pretty confident in that because the idea of housing people of different income levels in the same area is just, it's what's right and fair and inclusive and people who want to live in that kind of neighborhood will work towards that."
33,How would you describe the relationship between Inclusive city and Support for Upzoning? Is it a strong or weak connection? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?,"The relationship between an inclusive city and support for upzoning, I would say, is a strong connection because inclusivity ties directly to the whole idea of zoning reform in general. So an inclusive city would increase support for upzoning in a strong, positive way."
34,"What do you think are the main causes of Upzoning policies, and how certain are you about these relationships? Please also indicate if these influences are positive (increasing) or negative (decreasing).","I think the main causes of upzoning policies are the fact that there is a housing affordability crisis and more people that need places to live, so I guess a population growth. And equity initiatives, so we have no place to live, lots of people who need a place to live, and a world where all the poor people live in one place, so all of this kind of increases the support for the need for upzoning policies, and I think these are positive."
