Session ID,session_1758601138824_mjx2fkr
Prolific ID,6691809035e52ca9b2b0f39a
Status,completed
Progress,31/31
Created At,"9/23/2025, 12:18:58 AM"
Updated At,"9/23/2025, 12:53:52 AM"
Completed At,"9/23/2025, 12:53:52 AM"

Question Number,Question,Answer
11,How do you think upzoning might affect transportation systems and traffic congestion in cities?,"It depends on the city. So where I live, the transportation that way is not very good, so they would perhaps have to increase, the city would have to increase transportation. The traffic, depending on where it's at, many areas are already traffic, there's already traffic, slower traffic, so this would increase that as well. So there probably have to be probably more roads built."
12,What role do you believe local government should play in regulating housing development and density?,"Well, where I live the city would definitely have to, you know, approve it and they are not very quick about that. There's been certain things that go on for years and years in this area where other cities seem to move faster than that so it's rather slow around here."
13,How might environmental concerns factor into decisions about urban density and zoning?,"It's definitely going to change the zoning. Again, there's really not a lot of places where tall buildings could go up without perhaps tearing down something else. So, I would picture it going a little bit further outside of the already suburban areas, because the downtown area is pretty packed here."
14,"What economic effects, both positive and negative, might result from changing zoning laws to allow more multi-family housing?","It could increase spending in the area for sure. Probably people would have to move in. Now that has happened in the area before and since that has happened, crime has increased because they came in from cities that have a lot of crime and they brought the crime with them. So that's a possibility. So while it increases the economic effects, there's going to be some negative effects. I'm pretty sure the multi-family housing is already in effect in a lot of the outskirts because they are building smaller apartment complexes more so than single housing already."
15,How do you think the interests of current residents versus future residents should be balanced when making zoning decisions?,"Well there should be a balance in thinking about how the future is going to be. Personally, I don't think you can plan that far ahead for the future. You probably need to think more about the present and needs will change as the future progresses."
16,What role do you think social equity and access to opportunity play in discussions about zoning and housing policy?,You
17,"Does Upzoning policies have a positive or negative effect on Support for Upzoning, and how significant is this effect? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?",You
18,"What factors affect Support for Upzoning, and which ones have the strongest influence? Please also indicate if these influences are positive (increasing) or negative (decreasing).","Okay, the previous ones didn't quite record right, so I'm going to answer three questions. The role of social equity, as I said before, is going to... it's not really an issue too much, I don't think, because people that can't afford homes or there's no homes to be found in the area that they need to purchase a home in, apartments are going to be the next best thing. Some people like living in apartments, so as far as upzoning, it's okay to upzone if there is a need. If it's just to make money, no, but if there's an actual housing shortage, then it would be needed, and so then it would be a positive thing, but it is going to have some negative negativity too. But people need homes, so let's see. As far as factors that support upzoning, I'm going to say the factors... the factors would be the housing needs. It all depends on the housing needs. If the houses are needed and there aren't enough, then apartments would be a good idea."
19,How confident are you that changes in Increase in crime lead to changes in Support for Upzoning? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?,"I'm going to say that increasing crime is a big deal. There would have to probably be an increase in the number of police, the number of police force because as I said when there was a large apartment building built here, they actually invited people from other cities to come in and move. It was low income housing and the crime significantly increased in that area. Prior to that there were no issues with shootings and now there are, there's constantly, not like some cities but there's where it didn't exist at all before, there's shootings now in the news quite often and it has to do with gangs. So that's going to be an issue that would have to be addressed with probably a larger police force at least in that area. Now here, there's really not enough people here to support large, large apartment buildings. So, but if there were, let's say there were, it would definitely be an issue."
20,"Is the effect of Housing affordability on Support for Upzoning immediate, or does it take time to develop? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?","It definitely takes time to develop around here especially because they don't make quick decisions. They are known for taking a long time and so for around here it would be to work with the city, to get approval for all of it, they're going to have to figure out where it would go and there's going to be people in the neighborhoods that object, so yes, it's going to take a long time here and I would almost think it would be better to keep with the smaller apartment buildings."
21,How confident are you that changes in Rents decreasing lead to changes in Support for Upzoning? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?,"Yes, rent decreases would be a positive thing for people that are going to be renting them. I'd say definitely a good thing, but there's going to be people that are going to object"
22,How confident are you that changes in Traffic increase lead to changes in Support for Upzoning? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?,"That's going to be a definite negative because some of the main streets are already quite busy and crowded and around here there's not a lot of infrastructure for large, large apartment buildings. So, depending on where they go, it's going to be a big issue."
23,"Would small changes in Traffic congestion lead to noticeable changes in Support for Upzoning, or would it take larger shifts? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?","Since some of the main roads have already been crowded and have already been expanded and it has already taken years to do that, I would say yes, if this is something that needs to be done, the infrastructure for it as far as traffic and roads would need to start changing prior to actually putting in the apartments."
24,How would you describe the relationship between Regulation of housing development and Support for Upzoning? Is it a strong or weak connection? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?,"For the most part, I would say it's kind of weak, and probably the only place where it would work is with farming, the surrounding farmland. Because some of them agreed to sell their land, that's what it would take. And so it's not going to be, it wouldn't be an easy thing around here."
25,"Would small changes in Zoning lead to noticeable changes in Support for Upzoning, or would it take larger shifts? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?","Again, for a large apartment building, you know, many stories high, that would be much harder than a small, smaller apartment buildings, more smaller apartment buildings. So yes, for a large apartment building, it's, it's probably going to have more of a negative effect than a positive effect. And I would say it probably would be rather large negative effect."
26,How confident are you that changes in Increased population movement lead to changes in Support for Upzoning? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?,I would say probably 20% positive and then 80% negative because of all the issues it would bring.
27,"Is the effect of Balance between current and future residents on Support for Upzoning immediate, or does it take time to develop? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?","I don't think it's even going to be possible to consider too far into the future when it comes to increasing, building very tall buildings. And this is because of all the changes that would be needed to do it. So I think it's more of a present, maybe near future, but you know, as far as looking way into the future, things could change quite a bit. So it's all going to depend on what the needs are. So without knowing what the future needs will be, I think it would be probably negative increasing it because it's going to be too much of a burden on the people that are here now."
28,"Would small changes in Social equity lead to noticeable changes in Support for Upzoning, or would it take larger shifts? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?","When it comes to social equity, I don't think that's something that can be forced. Social equity, I know there's some people that think you can force equity of any kind and it really has to come from the people themselves. So social equity, what is it even? So it's a hard question to answer. Ideally, everything should be equal for everyone. Smaller changes would probably be more acceptable. Big changes too quickly will have a negative effect most likely."
29,"What factors do you think influence Housing shortage, and how strong is their impact? Please also indicate if these influences are positive (increasing) or negative (decreasing).","Well, around here, there really was no housing shortage until the pandemic. And then what happened was some shortage of supplies. And then with a shortage of supplies, new housing came to a standstill for a while. And still the supplies were very expensive when they did come in. So that slowed things down. That increased the cost of building. And so people that were doing that really stopped doing it for a while in my area. And prior to that, there was a steady increase in apartment buildings. Not huge ones, but much more so than in the past. And so it's going to be things like that. Are there enough supplies? Are they expensive? Because I think they're still pretty expensive. They never gone down, even though there's not as much shortage. Funny how that works, but it doesn't go back down. So it has become very expensive to build new housing. So I'm going to say the cost of the supplies and the availability of the supplies. Because if there's a shortage in those, everything becomes way more expensive as far as housing."
30,How would you describe the relationship between Time to develop housing affordability effects and Support for Upzoning? Is it a strong or weak connection? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?,"It's going to take time to develop it even if it's really needed. If housing is really needed, it probably would take less time. They probably would make decisions a little faster. If it's affordable, it's going to happen faster. There's also going to maybe be a shortage of workers, you know, skilled workers, so that might slow it down. So I don't think it's something that's done quickly is going to be difficult and it's going to be a weak connection. Something that is done slower is going to be much stronger."
31,"Would small changes in Community opposition to upzoning lead to noticeable changes in Support for Upzoning, or would it take larger shifts? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?",I definitely think that opposition would lessen if it was done slower and opposition would increase if it's really noticeable and change is always hard so yes there would be a negative more of a negative effect and slowly is something that's always been done so slowly building more housing as needed that's that's going to be much more acceptable
